-4.560856	0.596544	-3.643878

-4.578888	1.117956	-4.862509

4.579264	-1.458302	-4.862509

4.563862	-0.939144	-3.643878

4.500000	-2.000000	-6.000000

4.179344	-1.006905	-4.755650

3.783246	-0.915102	-5.752066

3.327545	-0.465740	-4.575620

3.005635	-0.312547	-5.553719

2.419662	-0.304881	-4.440528

2.180691	-0.079639	-5.404959

1.471529	-0.402088	-4.350403

1.321938	-0.103681	-5.305785

0.498981	-0.635119	-4.305271

0.442900	-0.271976	-5.256198

-0.442900	-0.471826	-5.256198

-0.482149	-0.881735	-4.305160

-1.321938	-0.590533	-5.305785

-1.456027	-1.019695	-4.350095

-2.180691	-0.515402	-5.404959

-2.406819	-0.926759	-4.440105

-3.005635	-0.133734	-5.553719

-3.318692	-0.480686	-4.575218

-3.783245	0.667167	-5.752066

-4.175809	0.440764	-4.755457

-4.500000	2.000000	-6.000000

-4.472953	0.350113	-2.362134

4.483096	-0.465064	-2.362134

-4.144903	0.015266	-3.565914

-3.272926	-0.780768	-3.435068

-2.358248	-1.169363	-3.337481

-1.413739	-1.248029	-3.272937

-0.452269	-1.114277	-3.241220

0.513291	-0.865616	-3.242112

1.470073	-0.599557	-3.275398

2.405205	-0.413611	-3.340862

3.305819	-0.405286	-3.438287

4.159042	-0.672093	-3.567456

-4.048155	-0.158193	-2.307607

-3.171108	-0.867213	-2.217324

-2.265373	-1.228834	-2.151461

-1.340451	-1.318325	-2.109286

-0.405843	-1.210955	-2.090070

0.528951	-0.981992	-2.093082

1.454430	-0.706703	-2.117593

2.361095	-0.460356	-2.162871

3.239444	-0.318221	-2.228187

4.079978	-0.355566	-2.312810

-3.912318	-0.155681	-0.999274

-3.037766	-0.800110	-0.942259

-2.148655	-1.153069	-0.903879

-1.251102	-1.269533	-0.882403

-0.351227	-1.204476	-0.876101

0.544856	-1.012871	-0.883241

1.431027	-0.749692	-0.902093

2.301172	-0.469912	-0.930926

3.149171	-0.228506	-0.968008

3.968907	-0.080447	-1.011608

-4.342224	0.293013	-1.035312

4.366266	-0.058603	-1.035312

-4.060481	0.404207	1.681442

-4.195717	0.339594	0.318558

4.242675	0.257701	0.318558

4.141623	0.461307	1.681442

-3.764143	-0.053271	0.340345

-2.897430	-0.639549	0.369855

-2.028556	-0.989963	0.383429

-1.160634	-1.140599	0.384449

-0.296777	-1.127542	0.376296

0.559902	-0.986878	0.362349

1.406290	-0.754692	0.345991

2.239276	-0.467071	0.330603

3.055746	-0.160100	0.319564

3.852587	0.130136	0.316256

-3.963561	0.401202	3.035312

4.092412	0.529677	3.035312

-3.630381	0.072969	1.692513

-2.774630	-0.445621	1.698743

-1.925538	-0.787413	1.688627

-1.083985	-0.970471	1.668008

-0.250851	-1.012859	1.642728

0.572985	-0.932639	1.618629

1.386645	-0.747874	1.601553

2.189249	-0.476627	1.597342

2.979919	-0.136962	1.611840

3.757775	0.253058	1.650887

-3.537784	0.146966	3.038491

-2.693894	-0.278415	3.024133

-1.860062	-0.593316	2.989881

-1.036096	-0.798099	2.945012

-0.221806	-0.893132	2.898805

0.583001	-0.878778	2.860537

1.378516	-0.755404	2.839484

2.164931	-0.523373	2.844924

2.942437	-0.183051	2.886134

3.711226	0.265195	2.972391

-3.992862	-0.150263	5.643877

-3.932006	0.244929	4.362134

4.124342	0.440270	4.362134

4.266717	0.170548	5.643877

-3.513103	0.092651	4.359543

-2.679753	-0.198023	4.325752

-1.852590	-0.455567	4.265355

-1.031907	-0.662431	4.192201

-0.217997	-0.801065	4.120138

0.588846	-0.853922	4.063014

1.388330	-0.803450	4.034678

2.180163	-0.632102	4.048976

2.964050	-0.322328	4.119760

3.739699	0.143421	4.260874

-4.173178	-0.870022	6.862509

4.548835	-0.302028	6.862509

-3.583087	-0.166047	5.636929

-2.756735	-0.264534	5.583327

-1.923583	-0.422063	5.493216

-1.086357	-0.602413	5.386312

-0.247783	-0.769364	5.282334

0.589416	-0.886694	5.200999

1.422513	-0.918182	5.162025

2.248785	-0.827609	5.185129

3.065506	-0.578752	5.290029

3.869950	-0.135390	5.496442

-4.500000	-2.000000	8.000000

5.000000	-1.000000	8.000000

-3.774490	-0.705199	6.851910

-2.949370	-0.538038	6.776585

-2.093503	-0.540700	6.651625

-1.214388	-0.656995	6.504081

-0.319519	-0.830732	6.361001

0.583606	-1.005720	6.249431

1.487490	-1.125768	6.196418

2.384638	-1.134685	6.229011

3.267552	-0.976281	6.374255

4.128736	-0.594364	6.659198

-3.782870	-1.345605	7.954920

-3.002630	-0.979715	7.837716

-2.170549	-0.843727	7.675433

-1.297896	-0.879038	7.495116

-0.395943	-1.027047	7.323816

0.524042	-1.229151	7.188580

1.450789	-1.426747	7.116454

2.373028	-1.561232	7.134485

3.279490	-1.574004	7.269722

4.158904	-1.406461	7.549212
