-4.560860	-0.167936	-3.378138

-4.578890	-0.396792	-4.683726

4.579260	-2.554801	-3.276562

4.563860	-1.454308	-2.539339

4.500000	-3.629859	-3.933503

4.179340	-2.118318	-3.433607

3.783250	-2.585672	-4.318400

3.327540	-1.566681	-3.578388

3.005640	-1.972601	-4.481370

2.419660	-1.358150	-3.553091

2.180690	-1.696252	-4.483976

1.471530	-1.390347	-3.424499

1.321940	-1.662223	-4.387774

0.498981	-1.560895	-3.259413

0.442900	-1.776110	-4.254312

-0.442900	-1.943514	-4.145153

-0.482149	-1.767414	-3.124619

-1.321940	-2.070036	-4.121854

-1.456030	-1.907521	-3.086897

-2.180690	-2.061270	-4.245961

-2.406820	-1.878833	-3.213059

-3.005640	-1.822818	-4.579039

-3.318690	-1.578982	-3.569890

-3.783250	-1.260281	-5.182642

-4.175810	-0.905575	-4.224168

-4.500000	-0.279251	-6.118320

-4.472950	0.325738	-2.169876

4.483100	-0.357097	-1.724623

-4.144900	-0.612258	-2.995330

-3.272930	-1.207592	-2.450935

-2.358250	-1.479792	-2.156938

-1.413740	-1.510438	-2.059906

-0.452269	-1.381077	-2.106390

0.513291	-1.173269	-2.242957

1.470070	-0.968587	-2.416165

2.405210	-0.848584	-2.572562

3.305820	-0.894827	-2.658721

4.159040	-1.188872	-2.621190

-4.048150	-0.070267	-1.846569

-3.171110	-0.614862	-1.383667

-2.265370	-0.881798	-1.130983

-1.340450	-0.933735	-1.046773

-0.405843	-0.833298	-1.089320

0.528951	-0.643147	-1.216904

1.454430	-0.425938	-1.387799

2.361090	-0.244317	-1.560284

3.239440	-0.160935	-1.692634

4.079980	-0.238437	-1.743118

-3.912320	0.646456	-0.752010

-3.037770	0.137790	-0.352262

-2.148650	-0.136904	-0.127324

-1.251100	-0.222727	-0.045724

-0.351227	-0.164795	-0.075976

0.544856	-0.008193	-0.186615

1.431030	0.201962	-0.346155

2.301170	0.420572	-0.523124

3.149170	0.602531	-0.686043

3.968910	0.702738	-0.803436

-4.342220	1.002622	-1.027274

4.366270	0.708090	-0.835220

-4.060480	2.579664	1.187682

-4.195720	1.781129	0.081353

4.242670	1.712532	0.126084

4.141620	2.627494	1.156494

-3.764140	1.463945	0.314188

-2.897430	0.988967	0.659134

-2.028560	0.702856	0.861902

-1.160630	0.577232	0.945035

-0.296777	0.583718	0.931072

0.559902	0.693926	0.842559

1.406290	0.879482	0.702036

2.239280	1.112004	0.532047

3.055750	1.363109	0.355131

3.852590	1.604419	0.193832

-3.963560	3.316637	2.323395

4.092410	3.424254	2.253222

-3.630380	2.308249	1.377878

-2.774630	1.877254	1.666353

-1.925540	1.585429	1.844573

-1.083980	1.420827	1.927287

-0.250851	1.371512	1.929265

0.572985	1.425546	1.865260

1.386640	1.570985	1.750034

2.189250	1.795896	1.598351

2.979920	2.088337	1.424971

3.757780	2.436368	1.244650

-3.537780	3.105412	2.464924

-2.693890	2.741248	2.685240

-1.860060	2.458763	2.828551

-1.036100	2.262717	2.902819

-0.221806	2.157873	2.916018

0.583001	2.148999	2.876129

1.378520	2.240840	2.791101

2.164930	2.438173	2.668922

2.942440	2.745753	2.517556

3.711230	3.168343	2.344978

-3.992860	4.279513	4.809682

-3.932010	3.910449	3.520166

4.124340	4.074077	3.413470

4.266720	4.548241	4.634454

-3.513100	3.781478	3.601171

-2.679750	3.519538	3.731634

-1.852590	3.270821	3.821720

-1.031910	3.057581	3.873428

-0.217997	2.902094	3.888789

0.588846	2.826614	3.869805

1.388330	2.853418	3.818506

2.180160	3.004759	3.736893

2.964050	3.302902	3.626982

3.739700	3.770112	3.490789

-4.173181	4.342226	6.223605

4.548830	4.818007	5.913365

-3.583090	4.262495	4.812481

-2.756740	4.150721	4.821377

-1.923580	3.969548	4.831939

-1.086360	3.760083	4.840894

-0.247783	3.563442	4.844985

0.589416	3.420737	4.840944

1.422510	3.373070	4.825492

2.248790	3.461561	4.795379

3.065510	3.727314	4.747321

3.869950	4.211439	4.678055

-4.500000	4.017000	7.793624

5.000000	4.854651	7.247421

-3.774490	4.474501	6.124699

-2.949370	4.573383	5.970303

-2.093500	4.502900	5.867084

-1.214390	4.324893	5.807009

-0.319519	4.101211	5.782054

0.583606	3.893692	5.784176

1.487490	3.764177	5.805345

2.384640	3.774506	5.837516

3.267550	3.986534	5.872661

4.128739	4.462083	5.902737

-3.782870	4.540528	7.398433

-3.002630	4.783005	7.100407

-2.170550	4.808272	6.890187

-1.297900	4.680208	6.758437

-0.395943	4.462661	6.695792

0.524042	4.219502	6.692896

1.450790	4.014585	6.740406

2.373030	3.911786	6.828962

3.279490	3.974957	6.949222

4.158899	4.267956	7.091826
